,distances,T2_range_dist,T2_range_dist_err,T2_range_dist_trueerr
39,0.6612244897959183,0.6259131482636365,0.014887848264351062,0.016518098457916953
40,0.6651020408163265,0.6365586730237432,0.013896858993776065,0.015554836466835793
41,0.6689795918367347,0.6513263218888755,0.013093071737969749,0.014789512953942823
42,0.6728571428571428,0.6664631341374612,0.012162500567002545,0.01389836704695463
43,0.6767346938775509,0.6822941384286889,0.011345091732577556,0.013122191565562265
44,0.6806122448979591,0.6990207711844493,0.010568922986186752,0.012389588921534755
45,0.6844897959183673,0.7161888520803543,0.009894476106477496,0.011759857937763053
46,0.6883673469387754,0.7335056425430575,0.009287537177524946,0.011198022232927263
47,0.6922448979591836,0.7508084202187015,0.008834220444830928,0.010789772226716302
48,0.6961224489795919,0.7676396064049714,0.008278684135524262,0.010278074339104768
49,0.7,0.7840836904802128,0.00790126637457641,0.009943486755668038
50,0.7,0.7840836904802128,0.00790126637457641,0.009943486755668038
51,0.7275862068965517,0.8856787973590197,0.006393763884101402,0.008700598362394837
52,0.7551724137931034,0.9495259200654979,0.0053894599076462196,0.007862590276095678
53,0.7827586206896552,0.9869161490590656,0.004999061179957027,0.007569577948138357
54,0.8103448275862069,1.0072818571853466,0.004962008823323093,0.007585570011017068
55,0.8379310344827586,1.0185680889645152,0.005000375830809901,0.007653333080231707
56,0.8655172413793103,1.025013381099728,0.00505587179151405,0.0077256164159577225
57,0.8931034482758621,1.0287329107955876,0.0050582058955749905,0.007737638388093445
58,0.9206896551724137,1.030952713758682,0.005114692914873118,0.0077999070948673865
59,0.9482758620689655,1.0323391617548552,0.005131906562987304,0.007820731878360979
60,0.9758620689655173,1.033221124835086,0.005142708029866917,0.007833830501781006
61,1.0034482758620689,1.0337850634306667,0.005150460685099158,0.007843051988602988
62,1.0310344827586206,1.0341568742613005,0.005155714055476111,0.007849273775573028
63,1.0586206896551724,1.0344054276400434,0.0051594213095250046,0.007853628410484478
64,1.0862068965517242,1.0345773872758262,0.005161787156022842,0.007856442142172612
65,1.113793103448276,1.0346966483895865,0.00516344936182656,0.007858414974864952
66,1.1413793103448275,1.034780139017228,0.0051646681877941915,0.007859851260095503
67,1.1689655172413793,1.0348401468928217,0.005165510513933915,0.007860849882441937
68,1.196551724137931,1.034883433196479,0.005166099147748256,0.007861551259542004
69,1.2241379310344827,1.0349148107344412,0.0051665643031757105,0.0078620981407448
70,1.2517241379310344,1.0349378491605083,0.005166902300634768,0.007862496143970886
71,1.2793103448275862,1.0349551821261411,0.005167147883340665,0.007862786872030665
72,1.306896551724138,1.0349681650806053,0.005167329160963234,0.007863001964990212
73,1.3344827586206898,1.0349779491129716,0.005167464563819763,0.00786316285128754
74,1.3620689655172415,1.0349853862336797,0.005167577738573029,0.007863295396727471
75,1.389655172413793,1.0349911015357458,0.005167664114366147,0.0078633966585672
76,1.4172413793103449,1.0349955565772055,0.005167720442152714,0.007863464589932031
77,1.4448275862068964,1.0349990234731923,0.005167766907909302,0.007863520085548224
78,1.4724137931034482,1.0350016835256068,0.005167810605575219,0.007863570711573092
79,1.5,1.0350038067417393,0.005167840472712678,0.00786360610882846
